word,tag
preference,RB
velveeta,RB
hels,NNS
jiffy,VBP
redsie,NN
tapanade,NN
behind,RP
grandson,VBZ
showers,NNS
aven,JJ
decoation,NN
exceded,VBN
matthew,JJ
mordreth,VBZ
shucked,VBN
bruny,JJ
dieter,VBP
dominate,JJ
goon,NN
dusty,JJ
blade,VBD
proclaimed,VBN
radishs,VBP
kohlrabi,JJ
sack,VBP
georgia,JJ
shidal,NN
praised,JJ
mils,NNS
hinting,JJ
oppressive,JJ
basilusing,VBG
adso,VBP
delightful,VB
constituted,VBD
recognition,NN
parisienne,NN
browing,NN
transfered,JJ
ron,VBP
americanized,VBD
gon,JJ
astoundingly,RB
liable,JJ
carne,NN
schwartzwald,VBP
inn,JJ
engagement,JJ
benedict,VBP
oreos,NN
mommy,NNS
schwans,NNS
provolene,IN
macwell,NN
anticipation,NN
yummmmmmmmmm,VBP
dry,RB
adjective,JJ
brotheradso,IN
disconnect,NN
leftover,RP
verbena,NN
stains,NNS
rye,VBP
meze,NN
gooeyness,NN
lard,RBR
squirril,JJ
impress,RB
afterwork,VB
chewiness,JJ
americanized,JJ
dee,JJ
downtime,NN
yuummy,NN
rectangle,VBN
campground,VBP
inisists,VBZ
lox,NN
nova,NNS
rimmed,VBN
avacado,RB
roxy,JJ
en,VBP
escabeche,NN
overstuff,JJ
cobblers,NNS
cinnomon,NN
ten,RB
saki,NN
chrome,JJ
sana,NN
tostitos,NN
restaurant,VB
pinot,NN
grigio,JJ
edit,VBP
tostadas,JJ
croissant,JJ
recommed,VBD
tampico,NN
tomatillo,JJ
bayless,NN
schnaaps,NNS
raman,JJ
kel,NN
kelbel,VB
tonight,RB
email,JJ
kris,RB
wow,WP
tummy,VB
femmes,NNS
revenge,VBP
macerate,VB
toni,VB
fiend,NN
camzmom,RB
thx,NNS
regulaar,NN
campground,VBD
poutines,NNS
uncured,JJ
signifying,VBG
caroline,JJ
fooled,VBD
father,PRP
nagging,VBG
streusel,VBP
layer,RBR
tureen,JJ
spoon,VBP
issue,VB
predominent,JJ
vege,JJ
canuck,NN
blessed,VBD
campgrounds,NNS
sorely,RB
cereal,JJ
overkill,IN
tap,NN
mixture,RB
picher,NN
forged,VBD
bowl,IN
sp,NN
ollin,NN
widely,RB
crystalised,VBD
preserved,VBN
ribs,VB
outlined,VBD
tracking,VBG
outcome,RB
dishing,VBG
socializing,VBG
minuts,NNS
wrap,NNS
sourse,JJ
ikea,VBP
compares,NNS
peperoncini,NN
boosted,VBD
lick,VB
pepper,VBZ
bother,JJ
adictive,VBP
kit,NN
wrapper,JJ
brie,VB
silicone,JJ
son,JJR
ashamed,VBN
pic,VBP
rabe,NN
redmeatgirl,JJ
minumum,JJ
oops,JJ
australia,VBP
libby,NN
qld,NN
aust,VBP
hocks,VBZ
kittencals,NNS
frosty,NN
calamari,NN
hambone,NN
dental,NN
tartness,VB
tad,VBD
bobo,NN
roti,VBP
understood,JJ
kiddos,NN
dyed,VBD
wince,NN
artistic,JJ
nc,JJ
gal,NN
hallen,NN
yay,PRP
shade,NN
chosen,NN
mammabunny,JJ
safer,VBP
hooded,JJ
newcastle,JJ
blow,JJ
crispiest,JJ
kay,VB
therefore,JJR
andrew,VBD
smoothie,CC
stella,NN
protected,VBD
glorified,NNS
cobs,VBP
elders,NNS
taylortwo,NN
mvp,JJ
halves,JJ
nz,NNS
bang,NN
drag,VBP
gruelling,NN
acquiring,VBG
counter,JJ
giada,NN
farfelle,JJ
vendor,NN
pac,NNS
garicky,NN
tamari,RB
puting,VBG
mexico,JJ
turn,RP
canneloni,NN
balsalmic,NN
dulce,NN
leche,FW
mb,VBP
terrifc,NN
coud,JJ
pretzel,NNS
peacefulnightdove,IN
saturn,VBP
muenster,JJR
sell,NNS
kalamatas,VB
ify,NN
generation,NN
funny,VBP
wisky,NN
spaghetti,RB
francis,NN
hamburg,NN
precooked,JJ
thunk,VB
hello,NN
pimientos,RB
hindsight,JJ
butterflied,VBN
orzo,NNS
poblanos,VBP
wangle,VB
savoured,VBD
appetzer,JJ
susied,VBD
divers,NNS
dawnab,NN
ethereal,VBP
farm,VBP
sana,VBP
knowledge,NN
relation,NN
dip,VBZ
invites,NNS
kitz,VBD
distract,NN
completey,VBP
tem,NN
squiggle,JJ
open,VBP
nana,VBP
nuitrious,JJ
thymol,NN
chunk,VBN
whatcha,JJ
makin,JJ
annetty,NN
bus,JJ
dicooks,NNS
ketchup,CD
ketcup,NN
cheesiness,JJ
increments,NNS
quintupled,VBD
yield,VB
tomatoe,JJ
aluminum,RP
cos,NN
bunnies,NNS
greaseproof,JJ
thingies,NNS
doubts,VBZ
thusiastic,JJ
inexpensive,NN
skewer,NN
youngcook,CC
soccer,VBP
spectators,NNS
andy,JJ
opie,JJ
mystergirl,NNS
peas,FW
enchildas,JJ
enchiladas,CC
shannon,NN
liquidy,VBZ
epicure,JJ
cow,VBD
bought,RB
thet,JJ
pizzettas,NNS
saturdays,NNS
meatsauce,NN
complient,JJ
placin,NN
ziploc,VBP
karo,VBZ
granddaughters,NNS
yumm,PRP
whaddaya,VBP
oohhhed,VB
aaahhhed,VBD
ruthlesswr,NN
pollo,NN
extent,NN
unprecedented,JJ
finished,VB
fizz,NN
mattered,JJ
brought,VB
returns,NNS
candybars,NNS
acerast,VBP
jessica,NNS
improve,JJ
bleeding,VBG
yummed,VBD
cannoli,JJ
ocala,NN
spreadable,NN
weakened,VBD
goood,JJ
microplane,JJ
grocier,NN
portabello,JJ
matchstick,JJ
mange,NN
tout,NN
haricot,VBD
vert,NNS
opps,NN
haricot,JJ
technically,RB
kitchen,RB
weenie,NN
shorted,VBD
roman,VBP
tougher,JJR
reconstituted,JJ
oh,VBD
dad,RB
notoriously,RB
maggi,VBP
spirit,JJ
litre,NN
brush,IN
kiwiwife,VBD
bestowed,VBN
crumb,NNS
competition,NN
cannister,JJ
pounded,VB
dished,VBN
maitake,NN
rays,NNS
bumper,JJ
undertone,NN
fought,VBN
rib,JJ
anyhow,JJ
creep,NN
filtered,VBN
differed,VBD
lol,CC
carolinafan,NN
locked,VBD
chefdebs,NNS
classico,VBP
marg,VBD
relay,VB
awareness,NN
smoothness,JJ
stawberry,NN
ottomans,NNS
forgetful,JJ
abuse,IN
repackaging,VBG
chooper,NN
particular,NN
tablsps,NN
chaat,NN
sana,JJ
chat,WP
masala,VBZ
combninations,NNS
synagogue,NN
sopapillas,NNS
ybsp,NN
distinct,NNS
individualy,JJ
friand,NN
sooooooooo,JJ
sshhh,NN
mp,VBP
kellie,NN
youngster,RB
oldster,VBP
stormylee,VBP
bourbon,JJ
totaly,JJ
flavour,RBR
attributing,VBG
operator,NN
commotion,NN
minte,NN
baily,RB
sackville,VBD
tonkatsu,NN
score,RB
prepartion,NN
winding,VBG
bliss,VBP
appetizingly,RB
onepot,NN
detect,NN
deliberately,RB
hell,NN
seitan,NN
transformed,VB
adso,RB
turmeric,RB
inclined,VB
prohibitive,JJ
marsala,FW
tigerduck,RB
jess,NN
learnt,VBZ
grandmother,CD
longhorn,VBP
lit,JJ
hannah,NN
hommus,NNS
hommus,NN
tahini,RBS
somewhat,NN
expert,NN
bonapetite,NN
horizonally,RB
stem,JJ
parmigiana,NN
amk,JJ
mmmm,VBZ
declares,VBZ
anke,NN
hight,VBD
parmigiana,JJ
needless,NNS
ally,RB
deliveries,NNS
cooperative,NN
anxiously,RB
pizza,IN
dimple,JJ
joannarose,NN
linked,VBN
piercing,VBG
vinigar,NN
jolt,NN
weary,JJ
highcotton,NN
sidenotes,VBZ
mmm,VB
chelle,NNS
flllets,NNS
fillng,JJ
jax,NNS
subbed,NN
cupcakes,VBN
oftentimes,NNS
destruction,NN
aka,VBP
grater,RB
creamier,RB
reflect,NN
wintergreen,NN
wham,JJ
dismantled,VBN
benches,NNS
cooktop,VBP
thesse,NN
marsha,JJ
timesaving,VBG
appys,JJ
sandi,NN
sunk,VB
collapsed,JJ
pretiest,NN
cracker,VBP
possibilties,NNS
heatherfeather,JJR
felt,IN
tabasco,RB
worthwhile,VB
marinara,VBP
calamari,VBP
squid,JJ
hsuband,NN
lcked,JJ
smellsd,JJ
wenstar,NN
ok,VB
references,NNS
refreshment,NN
hehe,RBR
stretched,VBD
garbanzos,NN
graduation,NN
traveled,JJ
pssssstt,VBP
sweetie,VBP
caroine,NN
eazzzzzzy,JJ
bargain,NN
kinda,JJR
baby,RB
tuna,VB
disquise,NN
hesitation,NN
belong,IN
bottom,RP
bakeing,VBG
bagel,IN
desserty,NN
freezes,VBP
spending,JJ
hesitated,VBN
captain,NN
ev,VB
pro,JJ
pigging,VBG
branstons,NNS
well,JJ
downstairs,NNS
disvover,RB
nectarine,NN
weather,JJ
gelatin,VB
fom,JJ
oz,VBD
thougherly,RB
redo,VBZ
crumblers,NNS
sundae,VBP
minneapolis,NN
virginia,CD
weboth,NNS
detroit,JJ
swooning,VBG
zaar,VB
mexican,VB
newest,VB
pepperiness,JJ
sherry,NNS
hordeurves,NNS
sore,RB
throat,JJ
sore,VB
unbalanced,JJ
nevertheless,NN
reverse,JJ
lee,VBP
bleached,VBN
spounge,NN
fold,RBR
kooka,CD
legitimate,JJ
devising,VBG
portabello,RB
propane,NN
transported,VB
communicate,NN
encases,VBZ
works,NN
ncmysteryshopper,NN
sense,JJ
accomplishment,NN
authenic,JJ
reynolds,NNS
challeging,VBG
complied,VBN
chills,NNS
cookout,RB
nella,NN
ton,RB
jb,NN
threatened,VBN
hityl,JJ
tail,JJ
wll,NNS
peek,JJ
enlightening,VBG
sack,NN
ro,VBP
mix,WDT
pretzel,VBZ
scream,JJ
marion,NN
roses,NNS
susanne,NN
review,RB
scandinanvian,JJ
grocers,NNS
migas,NNS
subtitutions,NNS
crepes,VBP
leek,VB
nod,RB
satisfies,VBZ
daquiri,NN
sald,JJ
picnic,VBP
thios,NNS
teh,JJ
nive,JJ
refreshment,JJ
lechithin,JJR
pill,NN
kymmarie,VBP
janelle,NN
jazzing,JJ
disliked,VBN
baco,NN
guiltless,JJ
unite,JJ
preferrence,NN
nuwa,NN
frog,JJ
grandmother,JJ
grandmother,JJR
sprinkle,VBD
outside,NN
grill,VBZ
succulant,JJ
margarita,NNS
margarita,RB
culture,NN
onions,VBP
aside,RP
adjusting,JJ
uncommon,JJ
squirts,NNS
sailor,NN
cruising,VBG
yumm,RB
tarty,JJ
frsh,JJ
hundred,CD
percent,NN
athens,NNS
griller,NN
objections,NNS
opps,JJ
cuccumber,VB
refridgerate,NN
dominated,VBN
nl,RB
cob,NNS
braces,NNS
crispy,VBZ
chewey,NNS
vs,IN
crosswise,VBP
chunkyness,JJ
imho,VBP
slasa,NN
seperateluy,VBP
favourably,RB
bergy,IN
supple,JJ
broiler,JJ
nick,NN
waaaaaay,RB
crumbles,VBZ
personaly,VBP
dure,VBP
popadums,NN
bliss,VB
martini,VBP
disappointed,NNS
mushroon,NN
phyllo,VBP
mangos,NN
torch,NN
crackly,JJ
danishes,NNS
son,VBD
soggy,RB
nan,NNS
reveiwer,NN
gruyere,NN
cardamom,NNS
sprig,VBP
intimidating,JJ
strawberryjane,JJ
fulled,VBN
disappoint,VBP
perusing,VBG
forte,VBD
vita,VBP
pest,JJS
lf,NN
presliced,VBN
rutabegas,VB
avoids,JJ
merguez,NN
chorizo,VBD
mattering,VBG
storage,JJ
bialys,VBP
borscht,IN
mackeral,JJ
multicolored,VBD
terri,JJ
insert,VB
smiley,JJ
lava,JJ
molejeto,NN
ahhh,RB
totaly,VBZ
removes,NNS
figs,VBZ
creaming,NN
elmotoo,NN
koskiusko,VB
kraut,VBD
bonapetite,IN
kraut,RB
exellant,JJ
pact,NN
tofee,NN
pkt,VBP
hopping,NN
strengh,NN
paired,JJ
tastebud,JJ
haute,JJ
risotto,NNS
mom,FW
corona,NNS
staple,VB
dill,VBD
lettuces,VBZ
sub,RBR
tenderize,NN
togther,RB
dungeness,JJ
spirits,NNS
apr,NN
dabbed,VBD
contact,JJ
mordreth,NN
nick,RB
meatloaf,FW
foe,VBP
predominate,JJ
aha,NN
minus,JJ
sprout,IN
threatens,VBZ
smoother,RB
dipped,VB
hershey,VBD
nc,VBP
oof,VBP
oragne,NN
franziskaner,RB
dunkel,JJ
sachet,NN
cook,VBN
adele,JJ
bith,JJ
alpine,JJ
tblsp,NNS
coffeecake,VBP
poster,JJ
fluffster,NN
ninna,NN
redder,JJR
father,RBR
suspected,VB
um,RB
particualrly,RB
raspberies,NNS
al,VBZ
antidote,NN
tequila,NNS
margarita,FW
ff,VBP
keepa,NN
dont,VBZ
crockpotted,VBD
bomb,NN
floaters,NNS
penicillin,NN
bagle,NN
piled,JJ
avail,NN
offering,VBG
edger,NN
allen,VBN
poe,JJ
raven,RB
nevermore,RB
wish,VBD
whit,NN
snip,JJ
taught,VBN
interchangeable,JJ
heineken,JJ
plantain,VBP
ripen,VB
sugarfree,JJ
chiptole,JJ
mood,JJ
zwtii,JJ
bergy,VBD
rind,RB
satisying,VBG
uncooperative,JJ
vodka,NNS
absolut,JJ
stolichnaya,JJ
sprite,VB
hellmann,JJ
shoud,JJ
peeper,NN
cantalope,NN
honeyed,VBD
sucked,VBN
piece,VB
soo,VBD
sussan,JJ
silverside,NN
asperagus,RP
nick,VBP
puree,RB
qet,NNS
usesd,JJ
increaded,VBD
side,IN
availability,NN
spotty,JJ
largish,JJ
drumstick,JJ
cones,NNS
gouda,VB
kms,NNS
buffett,NN
oft,JJ
hogs,NNS
limelight,VBD
awarding,VBG
gouda,NNS
quessadillas,NNS
estimated,VBD
enthusiastic,VB
crowded,VBN
chilis,VB
grandparents,NNS
score,VB
mm,NN
proceeded,VBN
slised,JJ
whew,JJ
nap,NNS
dan,NN
tucker,NN
reported,VBN
charbear,JJ
piped,JJ
goodall,NN
freeze,VBN
flatbreads,VBZ
puffed,VBN
sopped,JJ
curd,RB
penetrate,VB
glory,JJ
minus,NNS
planks,NNS
espresso,NNS
washington,IN
wont,VBP
tea,VBD
reicpe,NN
insetead,NN
yukon,JJ
ec,NN
sophmore,RB
cambolzola,JJ
mixure,NN
yolk,VB
leslie,VB
stews,VB
dreamed,VBD
fr,VBP
mordreth,VBP
potatioes,NNS
overcook,RP
blue,NNS
hake,VBP
hakes,NNS
cosmo,NN
tour,VBP
dazs,NN
zwt,NN
refuses,NNS
panni,NN
alltime,JJ
flubbed,VB
jac,NNS
dijion,NN
oranze,JJ
squsrers,NNS
desert,VB
katie,RB
glasshouse,NN
try,CC
abilities,NNS
bougatsa,JJ
favorites,NN
keebler,NN
pecan,NN
katia,VBP
subtitute,NN
yuumm,NNS
ooohhh,NN
tester,NN
worch,NN
overpower,JJ
bloody,JJ
homemad,JJ
blackened,VBN
griiled,VBN
chimichanga,NN
calm,RB
refridgerator,NN
radiccio,VBD
benchmark,NN
striving,VBG
welldeserved,VBD
challenges,NNS
quesidella,NN
pasilla,VBP
aji,JJ
marisol,NN
scoville,NN
fo,JJ
click,JJ
soonest,JJ
agreeing,VBG
overload,NN
yes,JJR
ignore,IN
cassis,NN
celebrity,JJ
smokiness,JJ
cheering,VBG
attending,VBG
funeral,JJ
elimination,NN
pinpoint,NN
scores,NNS
skewer,VBP
poked,VBN
doumbfounded,VBD
dissapeared,JJ
sample,VB
dleicious,JJ
prcessor,NN
perfecr,JJ
galley,NN
wench,NN
freaks,JJ
odor,IN
sneeze,NN
deveining,VBG
nature,JJ
tinfoil,JJ
shiner,VB
mangos,JJ
tequilla,NN
christened,VBD
conference,NN
kitchenette,NN
refurbished,VBD
english,VB
internationally,RB
hawaii,CD
ishihara,JJ
kauai,VBD
mauisurfer,NN
unfortunatley,NN
accept,JJ
messages,NNS
email,VB
saturn,NN
compact,NN
deep,VB
survive,VBP
disintergrated,VBD
overlooked,VB
recomended,JJ
working,NN
kiwidutch,VB
blushing,VBG
grabbed,VBN
pinkish,JJ
filleted,JJ
fishy,NN
inarticulate,VBP
floored,VBN
bagged,JJ
teryaki,VBP
clocks,VBZ
cals,NNS
barbi,NN
specifics,NNS
barbeque,VB
refresing,VBG
namgo,NN
buffet,RB
temp,VBD
moisten,VBN
tast,RBS
oodles,VBZ
noramarie,VBP
leslie,VBP
itinto,JJ
ine,JJ
choose,RB
susie,NNS
touched,VB
leslie,JJ
fritz,JJ
choclatey,VBP
fudgey,NNS
rr,VBD
interferred,VBD
despises,NNS
slimy,VBP
desire,JJ
stoves,NNS
burners,NNS
boils,VBZ
pepitas,VBP
pozole,NN
pepitas,NN
fresca,NN
restraunts,NNS
adapted,VB
zwt,JJ
frothy,JJ
creeping,VBG
handled,VBD
cutter,RB
asolutely,RB
scrumptuous,JJ
personaly,JJ
pressing,NN
janroundoz,NN
basil,VBN
changed,JJ
stormy,NN
owe,VBP
chicken,RBR
formward,JJ
convertee,NN
switched,JJ
incurable,JJ
montanans,NNS
border,NN
edmonton,NN
poutine,NN
bananas,RB
stirfry,NNS
afew,RP
brocoli,NN
achieve,RB
suit,VBP
stardustannies,NNS
echo,NN
hot,RB
everyday,NN
kinda,RB
bogey,JJ
frozzen,JJ
vs,JJ
boozy,NN
dicewoman,VBP
remaninder,NN
guava,NN
fires,NNS
penszy,VBP
maharajah,NN
togehter,NN
qeth,JJ
snap,RB
africa,RB
shrimp,VBZ
qet,NN
lee,VBD
sooooo,VBD
extra,IN
retry,VB
dienia,NN
team,NN
abut,NN
pinaple,JJ
position,NN
license,NN
morroco,NNS
pinapple,NN
looooong,JJ
bagel,NNS
zealand,NN
gingernuts,NNS
wafters,NNS
stripy,JJ
clingfilm,NN
shriveled,VBD
yummy,MD
aust,NN
graduates,NNS
teach,RB
japapeno,NN
cal,NN
accents,NNS
savoriness,JJ
potsie,NN
widow,NN
walker,NN
bowie,VBD
knige,JJ
lasting,JJ
sarah,VB
proudly,RB
lifetime,NN
hashbrowns,VBP
smootie,NN
newtons,NNS
figgie,NN
bouillon,VBP
cube,NNS
hah,NN
legend,NN
gyoza,JJ
nan,FW
timid,VBP
klondike,NN
envelopes,VBZ
cosmo,VBZ
vietnames,NNS
nourished,VBD
turnips,VBZ
snow,VBD
ecipe,NN
emmmm,NNS
tunasushi,RP
honking,VBG
orangey,RP
mill,VB
marjoram,RB
dogs,NN
adjusted,VB
naomi,NNS
chomped,VBD
accolades,NNS
wimpy,IN
outta,NN
riff,JJ
chease,NN
smoothies,VBZ
qeth,VBZ
authenticly,JJ
cared,VB
parboiling,NN
sucks,VBP
oill,MD
clump,NNS
tiger,JJ
prawns,NN
thankyou,RB
taste,RP
heard,NNS
dude,JJ
learn,VBD
cih,RB
joining,VBG
combinatin,NN
cans,VBZ
kim,NNS
froaen,JJ
mananged,VBD
demistasse,NN
bestteenchef,NN
plums,VBP
zwt,VBP
torque,JJ
identifying,VBG
wearing,VBG
insted,VBN
amazng,NN
binds,NNS
packet,VBP
click,NN
link,VBP
lauralie,JJ
goodlthanks,NNS
floury,RBR
puffed,RB
soufflee,NN
regular,VBP
litre,VBP
maceration,NN
provencal,JJ
exotic,VB
gravitate,VBP
claim,JJ
globs,NNS
toys,VBZ
wind,JJ
itwas,JJ
differentiate,NN
beween,NN
offended,JJ
ratng,JJ
myer,NN
ringing,VBG
claimed,VBN
vinagrette,VBP
classic,NNS
dewar,JJ
highballs,VBZ
mocktails,JJ
unspecified,JJ
sacrifice,VBP
inhale,NN
menu,RBS
tiny,RB
panicked,VBD
convince,VB
mught,RB
bun,VBP
attenuate,NN
guacomole,JJ
tortilla,RB
wrap,VB
slurry,NN
alas,VBP
hellmans,NNS
drats,NNS
adult,VBZ
swiping,VBG
ccoked,VBN
interchange,VBP
occassionally,RB
mahi,VBP
boatload,NN
candymaker,VBP
woud,VBP
fuits,NNS
disagree,VBP
recipevery,NN
willl,NNS
crunched,VBN
prersence,NN
overdoing,VBG
roadside,VB
swears,NNS
pepperoncinis,NN
provolone,JJ
doused,JJ
poplar,JJ
nameko,NN
dieniab,NN
fruitiness,JJ
tunasushi,NN
catches,NNS
swizzle,NN
pac,VBP
micro,NNS
carmel,JJ
cottege,NN
jsut,NN
jun,RB
smooth,DT
carry,JJ
stormy,VBP
lori,VBZ
parboiled,VBD
professed,VBD
thsi,NN
sherry,RB
whine,VB
vidalias,JJ
jagermeister,RBR
jagermeister,JJ
whips,JJ
menu,RBR
solidified,JJ
zillion,VB
pancake,VB
grangey,NN
celsius,JJ
farenheit,NN
breadfast,VB
west,RB
joking,NN
vay,NN
veri,NN
benefited,JJ
rr,NN
almonds,VBP
favourtie,VBP
nutter,RB
portobellos,VBP
chantrelles,NNS
trans,NNS
cholesterol,VBP
emmenthaler,NN
ladypit,RB
proponent,NN
terminology,NN
cutlet,NN
favourties,VBZ
realy,VB
saturate,NN
startling,VBG
billing,NN
kiddos,NNS
suspects,VBZ
cheaper,JJ
fruited,JJ
liquors,NNS
liquor,JJR
accross,NN
bramble,JJ
qeth,NNS
shelby,VBP
perference,NN
swilll,VBD
cucubers,NNS
grumpy,JJ
elaborate,JJ
socks,VBZ
pyrex,VB
cuttry,NN
noone,NN
nopalitos,NNS
strings,NNS
fav,RBR
alive,JJ
daz,NN
alloted,VBD
fin,NN
relate,NN
junipernw,VBP
pepperoncini,NNS
starches,NNS
se,VB
smoothed,VBD
completey,JJ
caramelise,NN
ommission,NN
perrier,NN
ratios,NNS
sirloin,VBP
diagonal,JJ
ashleyanne,NN
fungi,NNS
roquefort,NN
hole,JJ
evidence,NN
reversing,VBG
elimate,JJ
ivana,NN
rectangles,NNS
turbinado,IN
colman,NN
lumps,VBP
sylvie,VB
remember,NNS
agm,NN
cookbook,VBD
leaks,VBZ
j,VBP
relaxed,JJ
zwt,NNP
proved,VBN
wip,JJ
postatoes,NNS
bethie,VBP
reaching,VBG
fireworks,NNS
cooing,VBG
plan,VB
served,RB
nellie,RB
joe,JJ
bethie,NN
bargain,RB
marked,VBN
onlly,RB
cries,NNS
icy,VBP
resident,NN
lori,RB
tomaoes,NNS
slopping,VBG
suger,NN
excellant,RB
brooklyncookin,VBP
carla,VBP
critize,VBP
times,VB
pond,NN
qeth,NN
crazy,VB
bearly,RB
spoon,VB
astray,NN
describes,NNS
wuss,NN
cantalope,VBP
alititude,VB
undiluted,VBN
fizzy,NN
capped,JJ
quisine,NN
queens,NNS
devoid,VBZ
experimented,JJ
fresno,NN
dept,IN
wll,VBZ
monty,NN
heck,NNS
hmm,JJ
bet,NNS
owing,VBG
decorate,JJ
mixer,VBD
charmie,JJ
artichoke,RP
mediocre,JJ
meet,VBP
ring,JJ
duck,RB
duck,VB
bell,VB
verge,NN
hurrah,NN
yesterda,NNP
freah,NN
chaddar,NN
pistachio,NNS
bridal,VBP
disastrous,VB
yupper,RB
alpine,NN
wrestled,VBD
pepperoncinis,NNS
alley,VBZ
stormy,JJ
cardomom,NNS
stevia,JJ
walking,NN
morel,NN
smidgeon,NN
july,NNP
susie,VB
morels,NNS
terrific,RB
lobsterlike,IN
frost,VBP
mellows,VB
froth,VBP
breadfast,JJ
luxuary,JJ
grinded,JJ
leaf,VBZ
afew,NN
boboli,NN
dictated,VBN
cacao,FW
pitcher,CC
beggars,NNS
amaretto,VBP
starbuck,VBN
valasic,JJ
b,IN
refuse,NN
leslie,RB
potsies,NNS
qeth,RB
meaured,VBD
shook,VBP
chilean,NN
graybert,VBP
intil,NN
yuummm,JJ
bruschetta,RB
nce,NN
wangy,JJ
whoo,NN
cross,RB
omlette,NNS
bristol,NNS
england,VBP
fake,RB
thomas,NNS
em,VBZ
weirdly,RB
addressed,JJ
knobs,NN
crutial,JJ
rescued,VBD
shovelled,JJ
darlin,JJ
relied,VBD
havily,JJ
ellies,NNS
galatin,NN
galatin,JJ
mousse,VBP
niether,RB
frustating,JJ
stormylee,JJ
husband,CD
condition,NN
kato,NN
herbed,RB
lay,VBP
annacg,VBP
finshed,VBD
bery,RB
hummm,NN
moodswing,VBG
extremes,RB
ohhh,VBP
undernieth,NNS
unbaked,VBD
adore,VBP
naughty,JJ
gadgets,NNS
eggplant,VB
acidently,RB
medications,NNS
alchol,NN
confessed,VBN
eleborate,JJ
awards,NNS
perfectionist,JJ
ev,RB
fogotten,VBP
malibu,FW
allergic,NN
raving,NN
fussier,JJR
posititive,JJ
bow,VBP
confessed,VBD
gramps,NNS
say,JJR
pity,JJ
ventured,JJ
gained,VBD
understandment,JJ
chihuahua,NN
shirley,JJ
mccorkle,NN
crustwas,NN
whoopie,NN
soured,JJ
enjoyed,FW
drink,VBZ
marinate,NNP
simlply,NN
annisette,NN
kahlua,RP
oodles,NNS
preaching,VBG
despirately,RB
muslin,VBP
escaped,VBN
gobs,NN
pilau,JJ
straying,VBG
flock,NN
appearing,VBG
slack,NN
indigestion,VBP
ummm,RB
boat,NN
goodsauce,NN
overripe,NN
overrun,JJ
fierce,NN
unlined,JJ
shortbread,VBP
quashed,JJ
grittyness,NN
ask,IN
boboli,RB
watermelon,VBZ
cheapie,VBP
hovered,VBD
clorful,NN
jaleponos,NNS
indicating,VBG
coward,NN
slurpee,VBD
enjoy,RBR
morgans,NNS
shhhhh,NN
luck,JJR
fresca,JJ
critial,JJ
carne,JJ
asada,NN
fallback,NN
peopers,NNS
blintz,JJ
foccacia,NN
smeerkaas,NN
estimated,VBN
kissed,VBD
prince,NN
furry,JJ
sparse,JJ
latecomer,JJR
tour,JJ
reading,VB
leftover,WDT
impatient,VB
amaranth,NN
balsmic,JJ
point,JJ
praline,JJ
talapia,NN
boursin,NNS
precooked,NN
cremini,VBP
cruisers,NNS
overflow,VB
baby,RP
mp,NNS
perdition,NN
insulated,VBN
dallas,NNS
cowboys,VBZ
logo,JJ
redneck,VBP
lu,NN
neighborhood,JJ
lettuce,NNS
bibb,VBN
dreamed,VB
tb,NN
appetizer,VBD
daylight,NN
fading,VBG
slab,JJ
inner,NN
vermatim,NN
filed,VBD
repeaters,NNS
nospringchicken,JJ
harmonious,JJ
zeewolf,NN
becuase,IN
tangy,IN
giner,NN
surpassed,VBD
creams,NN
oregano,VBZ
harina,PRP$
nl,NN
ncmystryshopper,NN
piloncillo,NN
heavens,NNS
idiot,NN
didt,NN
cremem,NN
lychee,NN
bonn,NN
broads,NNS
zwt,CD
gourmet,VB
hassle,NNS
imagaine,NN
apricots,VBP
hunt,VBP
tomatoie,NN
sonaran,NN
evo,NN
sauting,VBG
asia,NN
vegaterian,JJ
litte,NN
muchsince,NN
muttered,VBD
muggy,NNS
sued,VBD
cleanseer,NN
brough,IN
peak,VBP
reall,JJ
expecialy,JJ
radish,NN
boulangerie,NN
beautifu,RB
hec,NN
dad,NNS
painted,VBN
oue,IN
snd,NN
kumquates,NNS
gimlet,NN
dakota,NN
zwtii,NNP
singe,NN
worry,VBD
groud,JJ
sammy,NN
portabello,IN
belgain,NN
ooozed,VBN
average,NN
errant,JJ
unfortuntely,RB
rathskeller,NN
potpie,NN
challenging,JJ
fire,JJ
fancier,JJR
skip,VBD
chowed,VBN
mixtue,JJ
sleep,JJ
sampler,VBP
colorfull,NN
keeped,VBD
clolours,NNS
champaign,NN
sheri,NN
amrita,NN
touts,NNS
leslie,VBZ
mp,NN
object,JJ
contact,VBP
jer,NN
perdue,JJ
shortcuts,NNS
hanover,RB
stats,NNS
orzo,MD
made,NNS
nimrod,NN
sole,RB
thorsten,NNS
wondefully,RB
pave,VB
necterines,NNS
necterine,JJ
cuccumber,NN
purchasing,VBG
tailor,NN
enthusiastic,NN
anytime,RP
fryed,VBN
skins,VBZ
pie,CD
madame,NN
proxy,JJ
potsie,RB
passionate,NN
say,RB
z,CD
pronouncments,NNS
favour,NNS
balanced,VB
uded,VBD
tests,NNS
muster,NN
bday,NN
hog,JJ
smooties,NNS
fitting,JJ
murray,NN
manor,NN
tiramisu,RB
intentions,NNS
bittersweet,IN
oppps,NN
typed,JJ
switches,VBZ
anywhere,JJ
perfect,RB
