place,bag,new bag,rating,review num
Lower Peirce Reservoir Park (Singapore),"rubber trees,secondary forest,evening walk,pierce,fishing,trail,monkeys,nature,playground,visitors","rubber trees,secondary forest,evening walk,pierce,fishing,trail,monkeys,nature,playground,visitors",4.5,34
Yoga Mala (Singapore),"yoga philosophy,daily journal,asana,mien,ytt,anatomy,teaching,classes,meditation,posed,practicing,spiritual,posture","yoga philosophy,daily journal,asana,mien,ytt,anatomy,teaching,classes,meditation,posed,practicing,spiritual,posture",4.5,34
Banyan Tree Spa Marina Bay Sands (Singapore),"marina bay sands,therapist,session,lounge,massaging,mbs","marina bay sands,therapist,session,lounge,massaging,mbs",4.5,35
The Dive Company (Singapore),"open water course,rafi,tioman,certification,crew,underwater,instructor,palau,advanced,technical,knowledge","open water course,rafi,tioman,certification,crew,underwater,instructor,palau,advanced,technical,knowledge",4.5,35
Lazarus Island (Singapore),"marina south pier,kusu island,short getaway,singapore island,clear water,nice beach,mosquito repellent,boat ride,food stalls,causeway,fishing,yacht,picnic,waves,sunblock,sg,escape,cruise,nature,trees","marina south pier,kusu island,short getaway,singapore island,clear water,nice beach,mosquito repellent,boat ride,food stalls,causeway,fishing,yacht,picnic,waves,sunblock,sg,escape,cruise,nature,trees",4.5,36
River Hongbao (Singapore),"enjoyed taking pictures,festive season,lunar new year,stage,performance,exhibition,bay","enjoyed taking pictures,festive season,lunar new year,stage,performance,exhibition,bay",4.5,36
Ah Seng Durian (Singapore),"golden phoenix,sellers,patronize,malaysia","golden phoenix,sellers,patronize,malaysia",4.5,38
The Smith Street Taps (Singapore),hawker,hawker,4.5,39
The NEWater Visitor Centre (Singapore),"nearest mrt station,tanah merah,tour","nearest mrt station,tanah merah,tour",4.5,39
Jurong Lake Garden (Jurong East),"swimming pool,mrt station,lone tree,family outing,dog run,i'm sure,pleasant walk,northern part,different areas,huge area,brisk walk,park,residents,entrance,nature,morning,play,plants,attractions,sun,,,,,,,,,,","swimming pool,mrt station,lone tree,family outing,dog run,i'm sure,pleasant walk,northern part,different areas,huge area,brisk walk,park,residents,entrance,nature,morning,play,plants,attractions,sun,,,,,,,,,,",4.5,39
Singapore Musical Box Museum,"thian hock keng temple,music boxes,guided tour,instruments,peranakan","thian hock keng temple,music boxes,guided tour,instruments,peranakan",4.5,40
Sands Expo and Convention Center (Singapore),"marina sands,technology,asia","marina sands,technology,asia",4.5,40
HSBC Rain Vortex (Singapore),"indoor waterfall,changi airport,different levels,light and sound show,the main attraction,cascade,nightfall,tallest,rainforest,icon,fountain,viewed,structure,shop","indoor waterfall,changi airport,different levels,light and sound show,the main attraction,cascade,nightfall,tallest,rainforest,icon,fountain,viewed,structure,shop",4.5,41
Riverside Point (Singapore),"river cruise,clark quay,singapore river,brewerkz","river cruise,clark quay,singapore river,brewerkz",4.5,42
Ode To Art (Singapore),collection,collection,4.5,44
Thow Kwang Pottery Jungle and Dragon Kiln (Singapore),"eco garden,worth a visit,workshop,jurong,boon","eco garden,worth a visit,workshop,jurong,boon",4.5,46
Singapore Island Country Club,"fried rice,play","fried rice,play",4.5,48
Imperial Apple Spa (Singapore),"foot massage,massage service,knots,therapist,skills,movie","foot massage,massage service,knots,therapist,skills,movie",4.5,48
Damai Spa (Singapore),"grand hyatt,body treatment,massage bed,massage therapy,massage experience,therapist,tension,knots","grand hyatt,body treatment,massage bed,massage therapy,massage experience,therapist,tension,knots",4.5,51
The Projector (Singapore),"golden mile,free seating,mainstream films,interesting movie,cinema seats,indie,intermission,tower,auditorium,buffs","golden mile,free seating,mainstream films,interesting movie,cinema seats,indie,intermission,tower,auditorium,buffs",4.5,54
Former Ford Factory (Singapore),"japanese occupation,war history,air con,surrender documents,detailed account,events leading,singapore history,worth the trip,great introduction,interesting museum,well worth the effort,three hours,shawl,,,,,,,,,,,,,,","japanese occupation,war history,air con,surrender documents,detailed account,events leading,singapore history,worth the trip,great introduction,interesting museum,well worth the effort,three hours,shawl,,,,,,,,,,,,,,",4.5,57
Cool Cats (Singapore),"great ambience,great place to chill,heritage","great ambience,great place to chill,heritage",4.5,58
Far East Organization Children's Garden (Singapore),"lots of fun,sculptures","lots of fun,sculptures",4.5,59
Emirates Lounge (Singapore),"shower facilities,dining section,changi","shower facilities,dining section,changi",4.5,60
Auriga Spa (Sentosa Island),"vitality pool,spa facilities,prenatal massage,head massage,capella,therapist,lala,dyson,techniques,massaging,skills,mist,skillful,mins,singapore,session","vitality pool,spa facilities,prenatal massage,head massage,capella,therapist,lala,dyson,techniques,massaging,skills,mist,skillful,mins,singapore,session",4.5,60
"Cathedral of the Good Shepherd, Singapore","nativity scene,christmas village,air conditioned,mass,catholic,prayer,adoration,structure","nativity scene,christmas village,air conditioned,mass,catholic,prayer,adoration,structure",4.5,69
Big Bubble Centre (Singapore),"open water,dive,tioman,safety,instructor,malaysia,advanced,session,gear,turtles","open water,dive,tioman,safety,instructor,malaysia,advanced,session,gear,turtles",4.5,69
Library @ Orchard (Singapore),"study,sanctuary,browsing,mall","study,sanctuary,browsing,mall",4.5,70
Native (Singapore),"unique concept,laksa,worth a visit,lab,shophouse,sustainable,asia,fermentation,distillery,stories","unique concept,laksa,worth a visit,lab,shophouse,sustainable,asia,fermentation,distillery,stories",4.5,70
Sabaai Sabaai Thai Massage (Singapore),"traditional thai massage,full body,therapist,skilled,shop,skills","traditional thai massage,full body,therapist,skilled,shop,skills",4.5,72
MAM Holidays Singapore,"our tour guide,little india,river cruise,light show,few hours,marina bay,highlights,itinerary,chinatown,photos","our tour guide,little india,river cruise,light show,few hours,marina bay,highlights,itinerary,chinatown,photos",4.5,75
The Nail Social (Singapore),"mani pedi,nail salon,haji lane,luxury pedicure,cuticles,manicurist,kreta,ayer,session","mani pedi,nail salon,haji lane,luxury pedicure,cuticles,manicurist,kreta,ayer,session",4.5,77
Bishan Ang Mo Kio Park (Singapore),"tai chi,kite flying,easily accessible by mrt,beautiful scenery,stream,playground,river,jogging,heartland,macdonald,boating,greenery,squirrels,picnic,admission,nature,garden","tai chi,kite flying,easily accessible by mrt,beautiful scenery,stream,playground,river,jogging,heartland,macdonald,boating,greenery,squirrels,picnic,admission,nature,garden",4.5,80
Sentosa Golf Club (Sentosa Island),"open to the public,sentosa,pace","open to the public,sentosa,pace",4.5,80
Zero Latency Singapore,"game master,immersive experience,super fun,suntec city,vr,zombie,survival,session,briefing,shoot,headsets","game master,immersive experience,super fun,suntec city,vr,zombie,survival,session,briefing,shoot,headsets",4.5,85
"Sun Yat Sen Nanyang Memorial Hall, Singapore","dr sun,balestier road,days hotel,zhongshan park,burmese buddhist temple,heritage trail,historical facts,buddha statue,tau sar,singapore history,dynasty,revolutionary,overthrow,figures,buffs,loong,architect,era,,,,,,,","dr sun,balestier road,days hotel,zhongshan park,burmese buddhist temple,heritage trail,historical facts,buddha statue,tau sar,singapore history,dynasty,revolutionary,overthrow,figures,buffs,loong,architect,era,,,,,,,",4.5,85
BooksActually (Singapore),"poetry,collection","poetry,collection",4.5,86
Jacob Ballas Children's Garden (Singapore),"sand pit,the water play area,zip line,bukit timah,playground,sensory,nature,activity,mrt","sand pit,the water play area,zip line,bukit timah,playground,sensory,nature,activity,mrt",4.5,89
Chinese New Year (China Town) (Singapore),"food stalls,souvenirs,shopping","food stalls,souvenirs,shopping",4.5,90
Enchanted Garden (Singapore),"changi airport,art,flowers,nature,sculptures,transit,greenery,rainforest","changi airport,art,flowers,nature,sculptures,transit,greenery,rainforest",4.5,90
The Escape Artist (Singapore),"fun experience,count dracula,out of the box,light room,puzzle solving,hints,props,challenging,physical,challenges,immersive","fun experience,count dracula,out of the box,light room,puzzle solving,hints,props,challenging,physical,challenges,immersive",4.5,96
"Kong Meng San Phor Kark See Temple, Singapore","monk,monasteries","monk,monasteries",4.5,101
Remede Spa (Singapore),"st regis,heated marble,amazing facial,highly recommend this spa,neck and shoulders,wet area,pressure points,long flight,relaxing massage,chocolate praline,deep tissue massage,therapist,fifi,pedi,lounge,,,,,","st regis,heated marble,amazing facial,highly recommend this spa,neck and shoulders,wet area,pressure points,long flight,relaxing massage,chocolate praline,deep tissue massage,therapist,fifi,pedi,lounge,,,,,",4.5,104
My Cozy Room Boutique Spa @ Cairnhill (Singapore),"facial treatment,t zone,pampering session,acne,pimples,therapist,complexion,sores,extractor,skincare,pore,tension,therapy,skills","facial treatment,t zone,pampering session,acne,pimples,therapist,complexion,sores,extractor,skincare,pore,tension,therapy,skills",4.5,104
My Fishing Frenzy Academy (Singapore),"novice,instructor,anglers,teaching,capt,lesson","novice,instructor,anglers,teaching,capt,lesson",4.5,108
Changi Swimming Pool (Singapore),"between flights,long flight,few hours,couple of hours,singapore airlines,transit,sunscreen","between flights,long flight,few hours,couple of hours,singapore airlines,transit,sunscreen",4.5,111
NUS Baba House (Singapore),"peranakan history,self guided,guided tours are,ask questions,restored,architecture,volunteers,heritage,stories","peranakan history,self guided,guided tours are,ask questions,restored,architecture,volunteers,heritage,stories",4.5,117
The Other Room (Singapore),orchard road,orchard road,4.5,118
Bar Rouge Singapore,"ladies night,breathtaking view of the city,free flow,swissotel,71st,clubbing","ladies night,breathtaking view of the city,free flow,swissotel,71st,clubbing",4.5,121
Kinokuniya Bookstore (Singapore),"book lovers,orchard road,non fiction,travel section,business section,visiting singapore,collection,author","book lovers,orchard road,non fiction,travel section,business section,visiting singapore,collection,author",4.5,131
Hort Park (Singapore),"southern ridges,kent ridge,themed gardens,henderson waves,alexandra road,canopy walk,butterfly garden,mt faber,edible garden,balinese garden,english garden,vivo city,flowers and plants,mrt station,vineyard,nature,,,,,,,,,,,,","southern ridges,kent ridge,themed gardens,henderson waves,alexandra road,canopy walk,butterfly garden,mt faber,edible garden,balinese garden,english garden,vivo city,flowers and plants,mrt station,vineyard,nature,,,,,,,,,,,,",4.5,138
Clubhouse SG (Singapore),"great fun,driving range,short game,few hours,sim","great fun,driving range,short game,few hours,sim",4.5,139
G-MAX Reverse Bungy (Singapore),clark quay,clark quay,4.5,141
Pororo Park Singapore,"indoor playground,train ride,ball pit,pretend play,toddler area,super fun,fantastic play,fun filled experience,obstacle course,marina square,lots of fun,all ages,musical,sharks,characters,playtime,mummies,blast,,,,,","indoor playground,train ride,ball pit,pretend play,toddler area,super fun,fantastic play,fun filled experience,obstacle course,marina square,lots of fun,all ages,musical,sharks,characters,playtime,mummies,blast,,,,,",4.5,142
Lee Kong Chian Natural History Museum (Singapore),"dinosaur bones,plants and animals,kent ridge,marine life,time slot,worth a visit,walk around,skeleton,whales,collection,information,nature,visitors,model,raffles,sg,perspective","dinosaur bones,plants and animals,kent ridge,marine life,time slot,worth a visit,walk around,skeleton,whales,collection,information,nature,visitors,model,raffles,sg,perspective",4.5,143
Chek Jawa (Pulau Ubin),"low tide,clams,wild boar,board walk,coastal walk,long walk,ferry terminal,mangrove swamp,visitor center,nice walk,information centre,cold drinks,sea breeze,bike rental,nature reserve,great place to visit,,,,,,,,,,,,,,","low tide,clams,wild boar,board walk,coastal walk,long walk,ferry terminal,mangrove swamp,visitor center,nice walk,information centre,cold drinks,sea breeze,bike rental,nature reserve,great place to visit,,,,,,,,,,,,,,",4.5,147
Parkview Square (Singapore),"atlas bar,office block,interesting art,kampong glam,beautiful building,architecture,sculptures,raffles","atlas bar,office block,interesting art,kampong glam,beautiful building,architecture,sculptures,raffles",4.5,164
Orchid Garden & Koi Pond,"changi airport,photo shoot,orchids,nature,garden","changi airport,photo shoot,orchids,nature,garden",4.5,164
"Surviving the Japanese Occupation: War and Its Legacies, Singapore","ford factory,world war ii,interesting museum,guided tour,mrt station,surrender,information,exhibition,displays","ford factory,world war ii,interesting museum,guided tour,mrt station,surrender,information,exhibition,displays",4.5,176
Fort Siloso Skywalk (Sentosa Island),"sky walk,free attraction,display panels,cable car,history,sentosa,singapore,tower,forest,pathway,nature,mainland,climb,birds,skyline,cars","sky walk,free attraction,display panels,cable car,history,sentosa,singapore,tower,forest,pathway,nature,mainland,climb,birds,skyline,cars",4.5,186
Treetop Walk (Singapore),"suspension bridge,macritchie reservoir,ranger station,venus drive,nature reserve,concrete jungle,water points,walking shoes,nature lovers,aerial view,trail,treetops,forest,trees,catchment,fauna","suspension bridge,macritchie reservoir,ranger station,venus drive,nature reserve,concrete jungle,water points,walking shoes,nature lovers,aerial view,trail,treetops,forest,trees,catchment,fauna",4.5,195
Forest Adventure (Singapore),"bedok reservoir,big zip,family bonding,obstacles,fun,encouragement,rope,instructions,height,activity","bedok reservoir,big zip,family bonding,obstacles,fun,encouragement,rope,instructions,height,activity",4.5,197
Bath Culture Foot Therapy (Singapore),"neck shoulder massage,chinatown,session","neck shoulder massage,chinatown,session",4.5,202
"Bukit Brown Cemetery, Singapore","guided tour,resting place,burial practices,an excellent story teller,war heroes,fauna flora,jungle setting,insect repellent,story telling,knowledgeable guide,excellent tour,botanical gardens,tombstones,volunteers,homes,buried,,,,,,,,,,,","guided tour,resting place,burial practices,an excellent story teller,war heroes,fauna flora,jungle setting,insect repellent,story telling,knowledgeable guide,excellent tour,botanical gardens,tombstones,volunteers,homes,buried,,,,,,,,,,,",4.5,227
Cat Cafe Neko no Niwa (Singapore),"boat quay,rescued cats,shoe rack,lovely hour,singapore river,welfare,petting,stroke,visitors,petted,shoes,stories,therapy","boat quay,rescued cats,shoe rack,lovely hour,singapore river,welfare,petting,stroke,visitors,petted,shoes,stories,therapy",4.5,242
Lost Sg (Singapore),"escape room,escape game,challenging puzzles,team bonding,exodus,alcatraz,technology,castiglione,hints,teamwork,fun,sg,dolls,gadgets,mechanic,session","escape room,escape game,challenging puzzles,team bonding,exodus,alcatraz,technology,castiglione,hints,teamwork,fun,sg,dolls,gadgets,mechanic,session",4.5,245
Singapore Pub Crawl,"boat quay and clark quay,fun experience,tourists","boat quay and clark quay,fun experience,tourists",4.5,246
The Pinnacle @ Duxton (Singapore),"management office,tall buildings,rooftop garden,mount faber,city skyline,marina bay,storey,hoxton,hdb,visitors,shipyard,housing,playground,government,sg","management office,tall buildings,rooftop garden,mount faber,city skyline,marina bay,storey,hoxton,hdb,visitors,shipyard,housing,playground,government,sg",4.5,249
Kinetic Rain (Singapore),"changi airport,rain drops,departure hall","changi airport,rain drops,departure hall",4.5,261
"WOOBAR, W Singapore","w hotel,woo bar,hi tea,free flow of champagne,great place to chill,amazing experience,sentosa,abbey,promotion,session","w hotel,woo bar,hi tea,free flow of champagne,great place to chill,amazing experience,sentosa,abbey,promotion,session",4.5,262
Ultimate Drive (Singapore),"ferrari california,fast cars,unique experience,lamborghini,engine,supercars,instructor,ride,tunnel,paddle","ferrari california,fast cars,unique experience,lamborghini,engine,supercars,instructor,ride,tunnel,paddle",4.5,266
28 Hong Kong Street (Singapore),"dimly lit bar,asia,shophouse","dimly lit bar,asia,shophouse",4.5,305
Emerald Hill (Singapore),"orchard road,terrace houses,conservation area,baroque architecture,colorful street,homes","orchard road,terrace houses,conservation area,baroque architecture,colorful street,homes",4.5,320
Crane Dance at Resort World Sentosa (Sentosa Island),"free attraction,wings,fireworks,birds,sentosa,engineering,spectacle,mins,mrt","free attraction,wings,fireworks,birds,sentosa,engineering,spectacle,mins,mrt",4.5,349
The Sentosa Bus (Sentosa Island),"beach station,nice ride,driver,sentosa,attractions,singapore","beach station,nice ride,driver,sentosa,attractions,singapore",4.5,358
The Escape Hunt Experience Singapore,"challenging experience,team bonding,fun activity,clues,props,session","challenging experience,team bonding,fun activity,clues,props,session",4.5,420
Esplanade Park (Singapore),"lim bo seng memorial,marina bay,singapore river,indian national army,pandan,city hall,cenotaph,fountain,camera,capture,trees","lim bo seng memorial,marina bay,singapore river,indian national army,pandan,city hall,cenotaph,fountain,camera,capture,trees",4.5,436
Kampong Glam (Singapore),"haji lane,sultan mosque,arab street,malay heritage centre,victoria street,interesting area,narrow lanes,muslim quarter,little india,walking tour,great shopping,fabric,kandahar,murals,enclave,silks,traders,,,","haji lane,sultan mosque,arab street,malay heritage centre,victoria street,interesting area,narrow lanes,muslim quarter,little india,walking tour,great shopping,fabric,kandahar,murals,enclave,silks,traders,,,",4.5,476
Singapore City Gallery,"town planning,city planners,great overview,singapore city,free admission,model,ura,exhibits,insight,visitors,skyscrapers","town planning,city planners,great overview,singapore city,free admission,model,ura,exhibits,insight,visitors,skyscrapers",4.5,514
Sungei Buloh Wetland Reserve (Singapore),"monitor lizards,migratory birds,low tide,coastal trail,bird watchers,insect repellent,kranji mrt,nature lovers,salt water crocodiles,main bridge,mangrove trees,eagle point,urban singapore,bird life,nature walk,,,,,,,,,,,,,,,","monitor lizards,migratory birds,low tide,coastal trail,bird watchers,insect repellent,kranji mrt,nature lovers,salt water crocodiles,main bridge,mangrove trees,eagle point,urban singapore,bird life,nature walk,,,,,,,,,,,,,,,",4.5,539
OCBC Skyway (Singapore),"light show,supertree grove,marina bay sands,super tree grove,ticket booth,offers great views,different perspective,garden rhapsody,birds eye view,elevated walkway,buy tickets,afraid of heights,photo opportunities,nice walk,,,,,,,,,,,,,,,,","light show,supertree grove,marina bay sands,super tree grove,ticket booth,offers great views,different perspective,garden rhapsody,birds eye view,elevated walkway,buy tickets,afraid of heights,photo opportunities,nice walk,,,,,,,,,,,,,,,,",4.5,568
National Library of Singapore,theatre,theatre,4.5,569
Henderson Waves (Singapore),"southern ridges,mount faber,pedestrian bridge,telok blangah hill park,hort park,vivo city,unique bridge,cable car,kent ridge park,alexandra arch,harbour front,lovely walk,treetop walk,hike,architecture,trekking,,,,,,,,,,","southern ridges,mount faber,pedestrian bridge,telok blangah hill park,hort park,vivo city,unique bridge,cable car,kent ridge park,alexandra arch,harbour front,lovely walk,treetop walk,hike,architecture,trekking,,,,,,,,,,",4.5,627
CulinaryOn (Singapore),"team building,team bonding,chef antonio,chocolate lava cake,learning how,italian chef,pasta making,great fun,learn how,a lot of fun,an amazing experience,session,teambuilding,participants,activity,lesson,,,,,","team building,team bonding,chef antonio,chocolate lava cake,learning how,italian chef,pasta making,great fun,learn how,a lot of fun,an amazing experience,session,teambuilding,participants,activity,lesson,,,,,",4.5,643
Butterfly Garden (Singapore),"changi airport,beautiful butterflies,between flights,life cycle,close to nature,free entry,unique experience,transit,garden,hatching,waterfall,flowers,varieties,hundreds,creatures,habitat,concept","changi airport,beautiful butterflies,between flights,life cycle,close to nature,free entry,unique experience,transit,garden,hatching,waterfall,flowers,varieties,hundreds,creatures,habitat,concept",4.5,646
Singapore Visitor Centre @orchardgateway,"orchard road,information centre,hop on hop off bus,public transport,attractions,leaflet,interests,tourists,mrt","orchard road,information centre,hop on hop off bus,public transport,attractions,leaflet,interests,tourists,mrt",4.5,661
iFly Singapore (Sentosa Island),"wind tunnel,time slot,awesome experience,great fun,instructor,session,skydive,instructions,singapore,briefing,activity,dives,sentosa,thrill,kid","wind tunnel,time slot,awesome experience,great fun,instructor,session,skydive,instructions,singapore,briefing,activity,dives,sentosa,thrill,kid",4.5,668
MacRitchie Reservoir (Singapore),"treetop walk,nature trail,lornie road,wild monkeys,ranger station,jelutong tower,nature reserve,concrete jungle,great walk,enjoy nature,bukit timah,walking trails,hike,canoeing,wildlife,track,joggers,,,,,,,","treetop walk,nature trail,lornie road,wild monkeys,ranger station,jelutong tower,nature reserve,concrete jungle,great walk,enjoy nature,bukit timah,walking trails,hike,canoeing,wildlife,track,joggers,,,,,,,",4.5,856
Healing Touch Spa (Singapore),"deep tissue massage,asian fusion,great massage,massage session,tanglin shopping centre,thai massage,stiff neck,city gate,problem areas,sore spots,dhoby ghaut,ginger tea,alexandra,branch,masseuse,,,,,,,,,,,,,,,","deep tissue massage,asian fusion,great massage,massage session,tanglin shopping centre,thai massage,stiff neck,city gate,problem areas,sore spots,dhoby ghaut,ginger tea,alexandra,branch,masseuse,,,,,,,,,,,,,,,",4.5,891
"Kranji War Memorial, Singapore","who lost their lives,men and women,resting place,buried here,ultimate sacrifice,kranji mrt,fallen soldiers,pay respect,quiet reflection,solemn place,grave stones,young lives,worth a visit,cemetery,headstones,servicemen,,,,,,,,,,","who lost their lives,men and women,resting place,buried here,ultimate sacrifice,kranji mrt,fallen soldiers,pay respect,quiet reflection,solemn place,grave stones,young lives,worth a visit,cemetery,headstones,servicemen,,,,,,,,,,",4.5,999
Chinatown Heritage Centre (Singapore),"audio guide,chinese immigrants,living conditions,living quarters,shop houses,pagoda street,tailor shop,daily life,personal stories,small museum,modern singapore,two hours,couple of hours,air conditioned,shophouse,,,,,,,,,,,,,,,","audio guide,chinese immigrants,living conditions,living quarters,shop houses,pagoda street,tailor shop,daily life,personal stories,small museum,modern singapore,two hours,couple of hours,air conditioned,shophouse,,,,,,,,,,,,,,,",4.5,1099
Jewel Changi Airport (Singapore),"indoor waterfall,canopy park,early check,shake shack,forest valley,shopping mall,hedge maze,through immigration,latest attraction,amazing waterfall,between flights,the main attraction,lots of shops,few hours,,,,,,,,,,,,,,,,","indoor waterfall,canopy park,early check,shake shack,forest valley,shopping mall,hedge maze,through immigration,latest attraction,amazing waterfall,between flights,the main attraction,lots of shops,few hours,,,,,,,,,,,,,,,,",4.5,1162
The Southern Ridges (Singapore),"kent ridge park,henderson waves,hort park,forest walk,mt faber,alexandra arch,marang trail,great walk,harbourfront mrt,science park,bukit chandu,telok blangah,cable car,harbour front,jewel box,,,,,,,,,,,,,,,","kent ridge park,henderson waves,hort park,forest walk,mt faber,alexandra arch,marang trail,great walk,harbourfront mrt,science park,bukit chandu,telok blangah,cable car,harbour front,jewel box,,,,,,,,,,,,,,,",4.5,1172
East Coast Park (Singapore),"cycling track,nice beach,long stretch,during weekends,changi airport,satay,bike,picnic,cyclists,ships,roller,boating,bedok,coastline,jog,paths,stroll,hawker,playground,kiosk,outing,trees,mrt","cycling track,nice beach,long stretch,during weekends,changi airport,satay,bike,picnic,cyclists,ships,roller,boating,bedok,coastline,jog,paths,stroll,hawker,playground,kiosk,outing,trees,mrt",4.5,1216
Peranakan Museum (Singapore),"interesting history,culture","interesting history,culture",4.5,1237
National Gallery Singapore,"asian art,supreme court,city hall,holding cells,art pieces,permanent collection,local artists,beautiful building,south east asia,pandan,on display,modern architecture,marina bay,exhibits,arts,wu,biennale,,,,,,,,,,","asian art,supreme court,city hall,holding cells,art pieces,permanent collection,local artists,beautiful building,south east asia,pandan,on display,modern architecture,marina bay,exhibits,arts,wu,biennale,,,,,,,,,,",4.5,1278
Spectra,"marina bay sands,laser show,wonderful world,takes place,shopping mall,visiting singapore,projected,mbs,spectacle,merlion,mrt","marina bay sands,laser show,wonderful world,takes place,shopping mall,visiting singapore,projected,mbs,spectacle,merlion,mrt",4.5,1318
Sentosa Boardwalk (Sentosa Island),"nice walk,vivo city,cable car,mrt station,entrance fee,take photos,universal studios,travelator,stroll,sentosa,singapore,path,harbourfront,mainland,ships,cars,benches,mins","nice walk,vivo city,cable car,mrt station,entrance fee,take photos,universal studios,travelator,stroll,sentosa,singapore,path,harbourfront,mainland,ships,cars,benches,mins",4.5,1335
Mega Adventure (Sentosa Island),"zip line,obstacle course,buggy ride,great fun,harness,climb,obstacles,safety,encouragement,sentosa,fears,tower,singapore,activity,encouraging","zip line,obstacle course,buggy ride,great fun,harness,climb,obstacles,safety,encouragement,sentosa,fears,tower,singapore,activity,encouraging",4.5,1378
1-Altitude Gallery &amp; Bar (Singapore),"cover charge,ladies night,alfresco bar,highest rooftop,highest building,al fresco,marina bay sands,degree view,entrance fee,raffles place,eye view,free entry,night view,singapore skyline,sgd,mbs,8pm,dusk","cover charge,ladies night,alfresco bar,highest rooftop,highest building,al fresco,marina bay sands,degree view,entrance fee,raffles place,eye view,free entry,night view,singapore skyline,sgd,mbs,8pm,dusk",4.5,1439
MacRitchie Nature Trail (Singapore),"treetop walk,suspension bridge,venus drive,ranger station,wild monkeys,jelutong tower,great hike,monitor lizards,bring lots of water,concrete jungle,bukit timah,beautiful walk,flora and fauna,reservoir,trek,11km,trees,,,,,,,,,,,,","treetop walk,suspension bridge,venus drive,ranger station,wild monkeys,jelutong tower,great hike,monitor lizards,bring lots of water,concrete jungle,bukit timah,beautiful walk,flora and fauna,reservoir,trek,11km,trees,,,,,,,,,,,,",4.5,1844
Changi Chapel and Museum (Singapore),"war history,chapel,prisoners,stories","war history,chapel,prisoners,stories",4.5,2053
Wings of Time (Sentosa Island),"laser show,wings,premium seats,light show,story line,visual effects,special effects,beach station,visiting sentosa,fireworks,storyline,projection,shows,tickets,pyrotechnics,singapore,technology,40pm,audience,,,,,,","laser show,wings,premium seats,light show,story line,visual effects,special effects,beach station,visiting sentosa,fireworks,storyline,projection,shows,tickets,pyrotechnics,singapore,technology,40pm,audience,,,,,,",4.5,2124
Singapore River Cruise,"clarke quay,recorded commentary,marina bay sands,different perspective,fullerton hotel,running commentary,laser show,merlion park,city lights,photo opportunities,per adult,light show,boats,sights,video,bum,angle,audio,overview,kiosk,skyline,skyscrapers","clarke quay,recorded commentary,marina bay sands,different perspective,fullerton hotel,running commentary,laser show,merlion park,city lights,photo opportunities,per adult,light show,boats,sights,video,bum,angle,audio,overview,kiosk,skyline,skyscrapers",4.5,2150
Singapore Cable Car,"sentosa island,mount faber,harbour front,nice ride,afraid of heights,cars,attractions,peak,sgd,mrt,bay","sentosa island,mount faber,harbour front,nice ride,afraid of heights,cars,attractions,peak,sgd,mrt,bay",4.5,2185
Singapore Cable Car (Sentosa) (Sentosa Island),"mount faber,aerial view,smooth ride,afraid of heights,vivo city,fun ride,day pass,siloso beach,universal studios,cars,sentosa,singapore,tickets,harbourfront,mainland,attractions,ships,mrt,sgd","mount faber,aerial view,smooth ride,afraid of heights,vivo city,fun ride,day pass,siloso beach,universal studios,cars,sentosa,singapore,tickets,harbourfront,mainland,attractions,ships,mrt,sgd",4.5,2185
The Shoppes at Marina Bay Sands (Singapore),"high end,food court,shopping mall,marina bay sands,luxury brands,window shop,luxury shopping,huge mall,amazing shopping,under one roof,shopping experience,artscience museum,shop till you drop,light show,,,,,,,","high end,food court,shopping mall,marina bay sands,luxury brands,window shop,luxury shopping,huge mall,amazing shopping,under one roof,shopping experience,artscience museum,shop till you drop,light show,,,,,,,",4.5,2190
Asian Civilisations Museum (Singapore),"south east asia,tang dynasty,free guided tour,on display,singapore history,free admission,worth a visit,couple of hours,few hours,entrance fee,shipwreck,artifacts,civilization,galleries,porcelain,information,,,,,,,,,,,","south east asia,tang dynasty,free guided tour,on display,singapore history,free admission,worth a visit,couple of hours,few hours,entrance fee,shipwreck,artifacts,civilization,galleries,porcelain,information,,,,,,,,,,,",4.5,2195
CE LA VI Singapore,"club lounge,marina bay sands,la vie,ladies night,service staff,rooftop bar,infinity pool,observation deck,sky park,light show,mbs,skyline,skypark,sgd","club lounge,marina bay sands,la vie,ladies night,service staff,rooftop bar,infinity pool,observation deck,sky park,light show,mbs,skyline,skypark,sgd",4.5,2279
National Museum of Singapore,"lee kuan yew,japanese occupation,beautiful building,special exhibit,interesting history,guided tour,few hours,couple of hours,worth a visit,rainy day,on display,entrance fee,exhibits,rotunda,galleries,,,,,,,,,,,,,,,","lee kuan yew,japanese occupation,beautiful building,special exhibit,interesting history,guided tour,few hours,couple of hours,worth a visit,rainy day,on display,entrance fee,exhibits,rotunda,galleries,,,,,,,,,,,,,,,",4.5,2818
The Helix Bridge (Singapore),"marina bay,interesting design,art science museum,singapore flyer,nice walk,take photos,merlion park,dna,structure,spiral,mbs,engineering,viewing,esplanade,linking,skyline,stroll,daytime,cbd","marina bay,interesting design,art science museum,singapore flyer,nice walk,take photos,merlion park,dna,structure,spiral,mbs,engineering,viewing,esplanade,linking,skyline,stroll,daytime,cbd",4.5,2898
Clarke Quay (Singapore),"singapore river,reverse bungy,river cruise,must visit place,marina bay,hooters,boats,bridge,stroll,shopping,indian","singapore river,reverse bungy,river cruise,must visit place,marina bay,hooters,boats,bridge,stroll,shopping,indian",4.5,3391
